Tiempo;Izquierda_S1;Izquierda_S2;Izquierda_S3;Izquierda_S4;Izquierda_S5;Izquierda_S6;Izquierda_S7;Izquierda_S8
98419;272;421;740;534;443;132;204;237
98429;280;423;742;538;440;128;184;224
98439;286;424;744;541;437;124;167;212
98449;293;426;746;545;433;120;152;202
98459;299;427;747;547;431;117;138;193
98469;303;428;748;550;427;116;125;188
98479;307;429;749;551;424;116;112;186
98489;311;429;749;551;422;116;102;186
98499;316;431;749;550;420;118;92;190
98509;317;430;748;550;418;120;84;200
98519;318;430;748;548;416;122;75;213
98529;318;430;746;546;414;128;69;231
98539;316;431;747;544;412;130;62;252
98549;316;429;743;543;412;135;56;276
98560;315;429;741;542;412;138;51;296
98569;315;429;740;541;411;140;46;311
98579;316;427;738;540;411;143;42;324
98589;318;427;738;538;412;145;38;333
98599;318;426;737;537;412;146;35;340
98609;319;425;735;537;412;149;34;345
98619;320;425;736;538;412;149;32;348
98629;321;423;734;537;412;149;32;348
98639;324;422;733;537;411;150;32;348
98649;326;421;733;537;411;150;32;347
98659;328;421;734;539;409;149;33;345
98669;330;421;734;540;408;151;35;344
98679;333;420;733;541;406;149;37;339
98689;336;419;735;543;404;148;39;336
98699;340;419;736;545;403;148;40;331
98709;344;420;737;548;402;148;41;328
98719;346;418;736;548;400;148;44;325
98729;349;418;737;550;398;149;44;324
98739;352;416;738;551;395;149;49;322
98749;353;416;738;552;393;150;58;320
98759;354;415;737;553;390;151;72;322
98769;355;414;737;553;389;152;86;323
98779;357;412;736;554;387;153;107;325
98789;358;411;736;554;384;153;136;330
98799;357;408;735;554;382;154;166;334
98809;356;406;735;554;378;155;203;340
98819;354;404;733;554;375;156;248;346
98829;351;401;731;554;373;158;306;353
98839;346;398;728;553;371;160;372;361
98849;340;394;725;550;370;163;464;371
98860;333;392;722;547;368;165;563;382
98869;324;389;717;543;367;168;643;392
98879;315;385;712;539;365;170;700;402
98889;305;381;705;533;363;174;741;413
98899;293;376;697;527;362;176;771;422
98909;285;373;692;522;361;179;795;432
98919;275;367;684;515;360;181;808;440
98929;266;362;678;508;358;183;818;445
98939;257;357;672;503;357;184;825;448
98949;249;353;667;498;356;186;829;450
98959;243;348;662;495;355;187;832;450
98969;236;343;660;491;355;188;834;452
98979;230;339;656;489;355;190;837;452
98989;226;335;655;487;354;191;837;454
98999;223;331;652;485;354;192;839;456
99009;217;326;649;484;354;194;839;456
99019;206;320;647;483;353;195;840;459
99030;195;314;644;484;352;197;842;461
99039;180;307;641;483;351;198;843;463
99049;165;300;637;484;351;199;843;465
99059;149;294;634;485;351;200;844;467
99069;134;287;630;486;352;200;845;468
99079;121;281;627;486;352;201;844;466
99089;110;273;626;487;353;202;844;465
99099;100;265;625;488;355;202;843;464
99109;90;258;624;489;357;202;843;463
99119;81;252;623;490;358;202;842;462
99129;74;247;624;491;360;203;839;461
99139;66;243;625;492;362;202;838;459
99149;61;240;627;493;364;203;837;456
99159;55;237;630;494;366;203;835;453
99169;49;236;633;496;368;203;834;450
99179;46;236;636;497;370;204;833;449
99189;40;236;639;498;372;205;829;444
99200;37;236;643;499;374;204;826;441
99209;34;236;646;500;376;205;823;438
99219;30;239;651;502;379;205;820;437
99229;28;240;653;502;381;204;815;433
99239;24;242;657;504;382;204;812;432
99249;22;246;660;505;383;204;809;429
99259;20;249;664;505;384;203;806;426
99269;17;252;668;506;387;203;802;424
99279;16;256;672;507;388;203;799;422
99289;15;260;676;507;391;203;795;421
99299;13;263;679;508;394;203;793;419
99309;12;268;682;508;396;202;791;417
99319;11;272;686;508;399;202;789;416
99329;9;278;688;509;400;202;789;416
99339;10;283;690;509;402;203;788;416
99349;15;289;692;510;403;203;788;416
99359;22;294;693;510;404;204;789;416
99369;30;299;694;511;405;205;790;417
99379;41;304;696;512;405;206;791;419
99389;52;309;697;513;404;206;793;421
99399;64;312;697;513;405;208;795;422
99409;75;316;698;512;405;208;797;424
99419;85;319;699;514;406;208;800;428
99429;97;323;699;513;406;207;800;429
99439;105;326;699;512;407;208;802;432
99449;112;328;699;510;408;208;804;435
99459;120;331;699;508;409;208;805;438
99469;127;333;700;506;409;208;807;441
99479;131;333;697;505;410;208;807;443
99489;137;336;697;503;410;206;808;445
99500;142;336;695;501;410;208;809;447
99509;146;337;695;499;410;207;809;448
99519;150;338;694;498;411;207;809;450
99529;154;340;693;495;411;208;812;452
99539;158;340;692;494;411;208;812;453
99549;160;340;690;492;411;208;814;454
99559;164;341;690;492;411;208;816;456
99569;167;342;689;490;411;208;816;456
99579;169;342;688;491;411;209;817;456
99589;170;343;687;489;411;208;817;456
99599;173;343;688;490;411;208;818;456
99609;173;344;686;489;411;208;817;454
99619;175;345;689;491;412;208;818;454
99629;176;345;686;489;411;209;818;453
99639;176;345;686;489;411;210;818;454
99649;176;344;686;489;412;209;818;452
99659;176;345;686;489;411;210;817;451
99670;176;345;685;488;411;210;817;451
99679;176;346;685;489;412;210;818;450
99689;174;344;684;488;411;211;818;450
99699;175;344;684;488;410;212;818;451
99709;174;344;683;488;409;212;819;452
99719;174;344;683;488;409;212;820;453
99729;173;343;682;488;408;212;821;454
99739;173;343;681;487;407;212;823;454
99749;174;342;680;487;408;212;824;455
99759;172;342;680;486;407;213;825;455
99769;173;342;680;487;407;212;826;456
99779;172;341;679;485;406;212;826;456
99789;172;341;678;486;406;212;827;457
99799;172;341;679;486;405;211;828;457
99809;172;341;678;485;405;211;829;458
99819;172;341;677;483;404;210;830;458
99829;171;340;677;482;404;210;831;458
99840;170;340;677;482;404;210;831;457
99849;169;339;675;480;403;210;832;458
99859;169;340;675;481;402;210;832;458
99869;168;340;674;480;402;209;833;458
99879;166;339;672;479;401;210;834;458
99889;165;338;672;478;400;211;835;459
99899;164;338;671;478;398;210;837;460
99909;162;336;669;477;398;211;837;461
99919;160;336;668;476;396;211;840;462
99929;160;335;667;476;394;212;841;466
99939;159;333;665;475;393;212;843;467
99949;158;332;663;473;391;212;844;469
99959;157;330;660;471;389;212;846;472
99969;156;327;658;470;387;213;848;474
99979;156;325;655;469;385;215;851;478
99989;153;321;651;468;381;214;851;480
99999;151;318;648;465;379;214;853;483
100009;148;316;646;462;378;215;853;486
100019;146;313;644;460;376;215;854;487
100029;144;311;642;458;375;214;855;487
100039;143;310;640;456;374;214;856;489
100049;142;308;638;455;373;214;855;490
100059;140;306;637;454;373;214;855;491
100069;140;305;636;453;373;214;856;492
100079;140;305;636;452;374;214;858;494
100089;139;303;634;452;373;214;856;494
100099;138;301;634;451;373;214;856;496
100109;137;301;633;450;375;214;856;497
100119;137;300;633;451;376;214;856;498
100129;138;300;633;451;376;214;854;497
100140;138;299;633;452;377;214;854;496
100149;137;299;634;452;378;216;853;494
100159;138;299;635;452;378;216;852;493
100169;137;298;633;452;379;216;852;491
100179;137;298;634;452;380;217;851;490
100189;138;298;634;453;379;217;851;487
100199;139;298;635;453;379;218;850;482
100209;141;298;635;454;379;219;849;476
100219;142;298;635;455;380;220;848;469
100229;142;298;636;454;380;220;848;463
100239;142;297;635;454;381;221;846;456
100249;144;298;636;456;381;221;845;450
100259;143;297;636;456;381;221;845;445
100269;145;299;637;456;381;222;844;440
100279;146;298;638;456;382;222;842;437
100289;148;299;639;457;382;221;841;435
100299;148;299;639;458;383;222;840;432
100310;150;299;639;458;382;220;840;431
100319;150;299;640;459;383;221;839;430
100329;151;300;640;458;383;220;839;429
100339;151;299;640;459;384;219;837;429
100349;153;300;640;459;383;219;836;429
100359;153;300;641;460;385;219;835;428
100369;154;300;640;459;385;219;835;428
100379;154;300;640;460;385;219;834;429
100389;155;300;641;460;386;219;833;430
100399;155;300;641;460;386;219;833;431
100409;157;301;641;460;387;220;832;432
100419;157;302;641;460;388;220;831;432
100429;157;302;640;460;388;220;830;432
100439;159;303;640;459;388;220;828;432
100449;160;303;641;460;389;220;827;432
100459;160;303;643;461;389;220;827;433
100469;161;304;641;460;390;221;826;435
100480;162;305;643;461;392;221;828;435
100489;162;305;641;460;390;221;825;435
100499;163;306;642;460;392;222;827;438
100509;163;305;641;460;391;223;825;438
100519;164;305;641;459;391;224;826;440
100529;164;306;641;459;392;225;826;442
100539;164;307;642;458;391;227;826;443
100549;164;306;641;458;392;227;826;444
100559;165;306;641;458;391;228;826;444
100569;165;307;642;458;391;229;826;445
100579;165;307;641;458;391;229;826;446
100589;165;307;641;459;391;230;826;446
100599;165;308;642;458;391;231;828;448
100609;166;308;641;459;390;232;828;450
100619;166;307;642;458;390;233;829;451
100629;167;307;641;458;390;234;828;452
100639;167;308;641;458;389;235;830;453
100649;167;308;642;459;390;237;832;455
100659;167;308;641;457;389;237;831;456
100669;168;308;640;457;389;238;832;456
101699;175;321;657;468;390;244;852;475
101709;173;319;656;468;389;245;853;476
101719;173;319;656;468;389;246;853;476
101729;173;318;654;467;387;246;853;478
101739;171;317;653;468;387;246;854;479
101749;171;315;653;468;387;246;855;481
101760;171;314;652;468;386;247;856;482
101769;169;312;650;467;386;247;856;483
101779;168;313;649;468;386;248;857;486
101849;162;305;641;465;380;249;859;487
101859;162;304;640;465;380;250;859;487
101869;161;303;638;465;379;249;859;486
101879;161;302;637;464;379;249;859;486
101889;161;301;637;464;378;250;859;485
101899;161;299;635;464;377;250;859;485
101909;160;298;635;463;377;251;859;485
101919;160;297;634;462;376;252;859;484
101929;159;296;634;462;375;252;858;484
101939;159;296;634;462;375;253;859;482
101949;158;295;632;462;374;254;858;481
101959;158;293;632;461;373;254;859;481
101969;158;293;632;460;373;255;859;480
101979;158;292;632;460;373;256;860;481
101989;158;291;633;461;373;256;861;483
101999;157;290;632;459;372;257;860;482
102009;157;290;631;459;372;256;860;483
102019;158;289;632;459;373;256;860;485
102029;158;289;631;458;373;256;860;485
102039;158;289;631;458;373;257;861;486
102049;157;288;631;457;373;256;861;487
102060;158;288;632;458;373;256;862;487
102069;159;288;631;456;374;256;862;488
102079;159;288;631;457;373;256;862;489
102089;159;288;631;457;374;256;862;490
102099;159;287;631;456;374;257;863;490
102109;160;288;631;456;376;257;863;490
102119;160;288;631;455;376;258;863;490
102129;159;288;631;455;376;258;863;490
102139;159;288;631;455;377;258;865;492
102149;160;289;631;454;378;259;864;492
102159;160;289;631;453;378;260;864;493
102169;160;289;631;453;379;260;865;494
102179;160;289;630;452;379;260;864;495
102189;160;289;632;452;380;260;865;495
102199;160;289;631;452;380;260;864;497
102209;160;291;633;451;381;260;865;498
102219;160;290;631;449;381;260;865;499
102230;160;290;631;448;382;260;866;502
102239;160;291;631;447;382;260;866;504
102249;161;291;631;446;383;259;866;506
102259;160;291;631;444;384;259;866;509
102269;160;292;632;443;384;258;866;512
102279;160;291;631;442;385;258;865;515
102289;160;292;631;442;386;257;866;517
102299;160;293;633;443;386;257;866;520
102309;160;293;632;441;386;258;866;522
102319;160;293;632;441;387;257;866;523
102329;159;293;631;440;388;256;866;525
102339;159;293;632;440;387;256;866;527
102349;159;294;632;440;388;256;867;529
102359;158;293;631;439;389;255;867;532
102369;158;294;632;440;389;255;867;534
102379;158;294;631;439;390;256;867;535
102389;158;294;632;439;390;255;867;537
102400;158;294;632;439;390;254;867;537
102409;158;294;632;439;391;255;867;539
102419;157;294;632;439;391;255;867;541
102429;157;294;632;439;391;254;867;542
102439;158;294;632;438;392;254;869;543
102449;158;295;632;438;392;253;869;544
102459;158;294;631;438;392;253;869;545
102469;158;294;631;438;393;253;869;546
102479;158;295;632;439;393;252;870;548
102489;158;294;632;438;393;252;870;549
102499;158;295;631;438;393;252;869;549
102509;158;294;631;438;393;252;870;549
102519;158;294;632;438;393;252;871;550
102529;158;294;630;438;393;252;871;550
102539;159;295;631;438;393;253;871;551
102549;158;294;630;438;393;252;871;551
102559;159;294;630;437;393;253;871;552
102569;158;295;630;437;393;253;872;553
102579;159;295;630;438;393;253;874;555
102589;159;294;630;438;393;254;871;555
102599;159;294;630;438;392;255;872;557
102609;158;295;631;437;394;256;874;558
102619;158;294;629;436;393;256;872;559
102629;158;294;629;435;393;256;872;560
102639;157;294;629;434;393;258;874;562
102649;157;294;629;434;393;258;872;562
102659;158;294;629;434;393;258;873;564
102669;157;294;630;433;393;259;873;566
102679;157;294;628;432;393;259;873;565
102689;157;293;629;432;393;260;873;566
102700;157;293;629;432;394;259;874;567
102709;158;293;629;432;394;259;873;567
102719;158;294;630;434;395;259;876;570
102729;157;294;629;432;394;259;874;569
102739;158;293;629;432;394;260;874;569
102749;158;294;629;432;394;260;874;570
102759;158;294;629;433;394;260;874;570
102769;158;293;628;432;395;260;874;570
102779;158;293;628;432;395;262;874;571
102789;158;293;628;433;394;262;874;572
102799;158;293;628;432;394;263;874;571
102809;158;293;628;432;394;263;875;572
102819;159;293;628;432;395;263;875;571
102829;159;293;628;433;394;263;875;572
102839;159;294;629;433;394;263;874;572
102849;159;293;628;432;394;263;874;572
102859;159;293;628;432;395;264;875;572
102870;159;294;628;432;395;264;874;571
102879;159;294;629;433;395;263;875;572
102889;159;294;629;432;395;264;874;572
102899;159;293;628;432;395;265;874;572
102909;160;294;629;433;395;266;875;571
102919;159;293;628;432;395;266;875;572
102929;160;294;629;433;395;267;874;571
102939;159;293;629;433;394;267;875;571
102949;159;293;629;433;395;269;875;571
102959;160;293;630;435;394;269;875;571
102969;160;293;629;434;394;270;875;571
102979;160;293;629;436;394;271;876;572
102989;161;292;629;436;393;271;876;571
102999;161;293;629;435;393;271;875;571
103009;160;292;629;436;394;271;876;572
103019;161;292;630;437;393;271;876;573
103029;160;292;629;436;392;271;876;573
103040;161;292;629;437;392;271;876;573
103049;161;292;630;437;392;271;876;573
103059;161;292;630;438;392;272;876;573
103069;161;291;629;438;391;271;875;572
103079;161;289;628;438;390;272;876;572
103089;161;291;629;438;390;273;876;572
103099;162;289;628;438;390;273;875;572
103109;161;288;628;438;389;274;875;573
103119;161;289;629;438;389;274;876;573
103129;161;287;628;438;388;274;875;573
103139;161;287;628;438;387;274;876;573
103149;160;286;627;437;387;274;876;573
103159;160;286;627;438;386;274;875;573
103169;160;286;626;437;386;275;876;574
103179;160;285;625;437;386;275;875;573
103189;161;286;626;436;385;276;876;574
103199;160;285;624;435;384;275;875;573
103209;160;285;624;434;384;276;877;573
103219;159;284;623;434;383;276;876;573
103229;160;284;622;433;383;277;877;573
103239;160;284;621;433;382;277;877;572
103249;159;283;621;432;382;277;875;572
103259;159;283;620;433;382;277;876;572
103269;160;283;620;431;382;278;875;572
103279;159;283;620;431;381;278;876;572
103289;159;282;619;430;381;278;876;570
103299;160;282;618;429;380;278;876;570
103309;159;281;618;428;380;279;876;568
103319;160;281;617;427;380;280;876;569
103329;159;281;617;427;380;280;876;567
103340;160;281;616;427;380;281;876;568
103349;160;281;617;426;380;281;876;567
103359;158;281;616;425;380;281;876;565
103369;159;280;616;425;380;282;875;564
103379;158;281;616;424;380;282;876;564
103389;158;280;615;424;379;282;876;563
103399;158;281;615;423;380;283;876;562
103409;158;281;615;422;380;283;876;562
103419;158;281;614;422;380;283;875;562
103429;158;281;612;421;380;283;875;562
103439;159;281;612;420;380;285;878;563
103449;159;280;612;419;380;284;876;563
103459;159;280;611;418;379;284;875;562
103469;159;280;610;417;379;285;878;563
103479;160;279;609;416;379;284;876;563
103489;159;279;608;414;378;284;876;564
103499;159;278;607;414;377;284;876;564
103510;158;278;605;413;376;284;877;565
103519;157;278;605;412;376;284;877;567
103529;157;277;604;412;375;282;878;568
103539;156;277;603;410;373;281;878;569
103549;154;276;602;408;373;281;879;570
103559;154;275;599;405;372;280;878;571
103569;153;275;600;405;372;280;881;573
103579;151;273;597;403;370;278;880;573
103589;150;271;596;400;369;278;880;574
103599;149;270;594;399;368;277;881;575
103609;148;270;593;397;367;276;881;576
103619;145;267;591;395;367;275;881;578
103629;143;266;590;394;366;276;882;579
103639;141;265;589;393;365;275;882;581
103649;139;263;587;392;366;275;882;583
103659;138;263;586;392;365;274;884;585
103669;137;262;585;389;365;273;883;585
103680;135;261;583;389;364;273;885;587
103689;134;260;581;387;364;273;884;588
103699;132;260;579;386;364;272;885;589
103709;131;259;578;385;365;272;885;589
103719;129;258;575;383;365;272;885;591
103729;129;258;575;382;365;270;886;592
103739;128;257;573;381;365;269;886;592
103749;128;257;572;380;366;270;886;594
103759;127;256;570;378;366;271;887;595
103769;127;256;570;377;367;271;887;595
103779;126;255;569;376;368;271;889;599
103789;125;254;568;375;368;271;887;599
103799;125;254;567;375;368;271;887;599
103809;125;253;567;374;369;272;888;601
103819;125;253;567;374;369;272;887;602
103829;125;253;566;373;369;272;887;603
103839;124;253;566;373;369;272;887;604
103849;124;253;566;373;370;273;888;604
103859;125;253;566;374;369;273;887;605
103869;125;253;567;374;369;274;887;606
103879;124;253;566;375;369;275;888;606
103889;125;253;566;375;369;275;888;605
103899;126;253;567;376;369;276;888;606
103909;125;253;566;376;370;278;889;607
103919;125;253;566;376;370;278;888;607
103929;125;253;566;377;370;279;888;607
103939;126;253;568;378;371;281;890;609
103949;127;253;566;377;371;281;888;607
103959;128;253;567;377;371;282;888;607
103969;128;254;567;378;371;282;888;607
103980;129;253;567;378;372;283;889;608
103989;129;253;567;378;372;285;888;607
103999;130;253;567;378;373;285;888;608
104009;131;254;567;379;373;286;888;607
104019;132;255;568;379;375;287;888;607
104029;132;254;567;380;374;287;888;607
104039;132;254;568;381;374;287;888;606
104049;134;257;569;381;375;288;887;606
104059;134;256;569;382;375;288;887;606
104069;135;257;569;383;375;288;886;606
104079;136;256;570;384;376;288;886;606
104089;136;257;571;385;376;288;886;605
104099;136;258;572;386;376;288;885;606
104109;137;258;573;388;376;288;884;605
104119;137;259;574;390;376;288;884;604
104129;138;260;575;391;377;290;883;603
104139;137;260;578;394;377;290;882;602
104150;138;260;578;394;378;290;881;602
104159;139;262;579;396;378;290;880;600
104169;139;263;580;398;378;291;880;599
104179;139;264;582;401;378;292;878;597
104189;141;266;584;403;378;292;877;596
104199;142;267;586;405;379;293;876;595
104209;143;268;588;407;379;293;875;592
104219;144;269;590;408;380;293;874;590
104229;145;270;592;410;380;293;873;588
104239;145;272;595;411;381;292;872;587
104249;146;273;596;412;382;292;870;584
104259;146;275;598;414;383;292;871;583
104269;147;276;600;415;383;289;868;580
104279;149;276;602;416;384;289;868;577
104289;150;278;606;417;385;289;866;576
104299;151;280;608;418;387;289;866;573
104309;151;280;610;419;387;288;865;571
104320;153;282;613;420;388;287;865;569
104329;155;284;616;422;388;288;865;568
104339;156;285;617;421;390;286;863;567
104349;157;286;617;421;390;285;862;564
104359;158;288;620;422;390;285;862;564
104369;159;289;622;424;391;283;861;563
104379;160;290;623;425;392;282;861;561
104389;161;291;624;424;392;281;860;560
104399;161;293;626;426;394;280;859;560
104409;161;295;627;428;395;279;858;557
104419;162;296;630;429;395;279;858;557
104429;162;298;631;429;396;279;859;555
104439;162;299;632;431;396;277;858;554
104449;162;302;634;433;396;277;857;554
104459;163;303;636;435;398;277;857;554
104469;164;304;637;435;398;277;857;553
104479;165;306;638;437;399;277;858;553
104489;166;308;641;440;400;277;860;554
104499;166;309;641;439;399;275;858;553
104509;166;310;643;441;401;276;858;553
104519;167;311;643;441;401;275;857;553
104529;168;311;644;441;401;276;859;554
104539;169;313;645;442;402;275;858;553
104549;170;314;646;442;401;276;858;554
104559;170;315;647;443;402;277;858;555
104569;170;315;647;444;402;278;859;556
104579;171;316;647;444;402;278;860;556
104589;171;316;648;446;403;278;859;557
104599;171;316;649;446;403;279;860;558
104609;171;317;648;446;403;280;860;559
104620;170;317;649;448;402;280;861;560
104629;172;319;649;448;404;282;863;562
104639;171;318;648;449;403;282;861;562
104649;171;318;648;449;403;282;862;564
104659;171;318;648;448;403;284;862;565
104669;171;319;647;449;403;284;863;567
104679;171;318;647;448;402;286;864;569
104689;172;319;646;449;402;287;865;570
104699;172;318;644;448;401;289;865;572
104709;172;318;643;447;402;290;866;574
104719;171;317;642;447;401;291;866;575
104729;171;317;641;447;401;292;868;577
104739;171;316;641;446;401;292;868;578
104749;170;317;642;447;400;294;871;581
104759;169;315;638;445;399;294;868;580
104769;168;314;638;445;398;294;869;582
104779;166;313;636;444;397;296;871;583
104790;165;312;636;444;397;298;872;586
104799;164;311;635;443;396;299;872;587
104809;163;310;633;443;394;301;874;588
104819;162;308;632;443;395;301;874;589
104829;162;305;631;442;394;303;875;591
104839;160;304;630;441;394;304;876;592
104849;159;303;629;440;393;305;876;592
104859;158;302;628;441;392;305;878;594
104869;158;301;627;440;392;306;878;594
104879;157;300;626;440;391;307;879;595
104889;157;299;625;441;390;307;879;595
104899;156;298;623;439;390;308;880;596
104909;154;296;622;439;389;308;880;597
104919;152;294;620;437;388;308;881;598
104929;151;294;619;438;387;307;881;599
104939;149;292;617;437;386;307;881;600
104949;148;291;615;435;386;307;882;601
104960;147;291;614;436;386;308;883;601
104969;146;289;612;434;384;307;882;601
104979;145;287;611;434;384;307;883;602
104989;144;286;610;432;383;306;884;602
104999;142;284;606;431;381;305;883;602
105009;141;282;604;430;380;304;884;603
105019;140;281;605;429;379;304;885;604
105149;131;262;578;417;370;304;888;608
105159;130;261;576;417;370;304;888;608
105169;129;260;576;416;370;304;888;609
105179;129;260;575;416;370;305;888;611
105189;128;259;574;416;370;305;888;611
105199;128;259;573;414;370;304;888;612
105209;128;259;572;414;370;304;888;612
105219;128;259;571;413;370;303;888;612
105229;128;258;570;413;370;303;889;613
105239;128;258;569;413;371;303;888;613
105249;128;258;569;414;370;302;889;613
105260;128;257;568;414;371;302;888;614
105269;128;257;567;413;371;303;888;614
105279;128;256;566;413;371;303;889;613
105289;128;257;566;414;372;303;888;614
105299;128;256;566;414;372;303;888;614
